transactionId;basket;customerType;totalAmount;returnLabel
5082758450;[5, 1, 1];existing;156;0
9299928883;[5, 1, 5];existing;90;0
2627476136;[4, 5, 2, 2, 4];existing;530;0
2455155721;[4, 4, 4];existing;30;1
4323813117;[4];existing;111;0
9691790841;[0, 1, 0, 3, 4, 3];existing;60;0
9149121362;[2, 2, 4, 3, 1, 4, 3];existing;392;1
9891342268;[3, 1, 3, 1, 4, 1, 1];existing;399;1
9524061760;[1, 4, 4, 4, 3, 4];;216;1
3299012270;[4, 4, 0, 2, 4];new;50;1
6470886248;[3];existing;18;0
2523325495;[5, 1, 4, 5];existing;252;0
9354223403;[4, 0, 4, 1, 2];existing;235;0
9217544168;[1, 0, 2, 2];existing;472;0
8386827149;[1, 0, 4, 2];new;312;0
6765262695;[1, 0, 3, 2];new;244;0
5650856784;[2, 4];existing;208;1
1757461589;[3, 4, 0, 4, 4, 3, 2];existing;273;1
2857390319;[3];new;93;1
1635982786;[4, 3, 4, 4, 5, 1, 2, 2, 4];existing;612;0
4981872308;[2, 5, 2, 3, 0, 1];existing;258;0
9638414411;[0, 3, 1, 4, 3, 4];existing;282;1
3384796944;[1, 0, 2, 0, 0, 2, 3];existing;371;0
3034644034;[2];existing;69;0
2312393450;[0, 4, 0, 1, 1, 1];existing;144;0
8886725698;[4];existing;79;1
6891343927;[3, 4, 0];existing;45;0
8426871530;[3, 4, 4, 4, 4, 4, 3];new;560;1
6107985807;[5, 0, 2, 3];existing;368;0
5620932455;[5, 0, 5, 5, 5];existing;295;0
5253032498;[1, 0, 0, 3, 1, 4, 1];existing;469;0
3852461193;[2, 4];existing;134;0
6675198853;[4, 4];new;172;1
3741191097;[3, 4, 1, 3];existing;264;1
4679167696;[3, 4, 4, 4, 4];;565;1
5850372889;[2, 1, 4, 3, 4];new;355;0
8190786035;[3];;19;0
7558923598;[1, 0, 3, 3];existing;336;1
3201539865;[4, 4, 3, 4, 0, 3, 4];new;490;1
3476105937;[2, 2, 5];new;75;0
7036186970;[5, 1, 3];new;30;0
4761355912;[2, 1, 4, 5, 3, 4, 1];existing;749;0
9204663948;[3, 2, 3, 1, 4];existing;85;0
4459723514;[4, 4, 4];existing;165;0
6375288178;[3, 3, 3, 3, 4, 2, 4];new;294;1
5567201982;[4, 2, 4, 4, 1, 5, 5, 0];existing;608;0
7170443284;[3, 0, 0, 0, 0];new;180;0
4066925411;[4, 3, 4, 0, 0, 0, 2];existing;189;1
9405929003;[2, 5, 3, 1, 3, 4, 4, 1, 5];existing;342;0
8678525242;[0];new;49;0
5756984118;[1, 3, 3, 3, 5, 0];existing;504;0
1207160449;[4, 5];new;78;0
3056089243;[2, 3, 3, 4, 4];new;275;1
6364390458;[1, 2, 3, 4, 4];new;50;1
5224776602;[1, 1, 5, 3];existing;40;0
5084319037;[1, 3, 5, 3, 2, 5, 1, 5];existing;424;0
4953348620;[3, 2, 1, 3, 3, 3];new;492;1
4474501901;[5, 0, 0, 0];new;140;0
1123353540;[0, 3, 0, 0, 3];;565;0
7223491685;[3, 0, 3, 3, 4, 4, 3, 2];new;944;1
4384212167;[4, 2, 3, 3, 4, 4];existing;222;1
6856148703;[4, 4];new;64;1
8892353813;[1, 5, 5, 5, 5];existing;310;0
9767206866;[3, 5, 5, 1, 4, 4, 5, 2];existing;256;0
2459694576;[0, 0, 1, 5, 4, 3];;270;0
3545823389;[3, 3, 1, 1, 4];existing;470;1
3879902711;[0];existing;34;0
4854918132;[2, 4, 3, 3, 2];existing;50;0
2265958112;[3, 1, 1, 4];new;348;0
7114139033;[4, 5, 4, 5, 2, 4];existing;222;0
4241623405;[4, 5, 4];existing;45;0
5856018380;[5];existing;33;0
5111236439;[1, 4, 3, 3, 0, 4, 4, 4, 4];existing;225;1
1049761318;[0];existing;46;0
6348538564;[0, 1, 3, 0, 1];new;80;0
3222957124;[4, 4, 0];existing;216;0
6290189411;[1, 1, 4, 0, 4];existing;260;0
5631243149;[3, 4, 3, 1, 4, 3];new;498;1
1794981419;[1, 0, 2, 1];new;240;0
6919219726;[5, 5, 4, 5, 3, 5, 3];new;336;0
5972555324;[4, 4, 2, 4, 3];existing;465;1
5077946199;[1, 4, 4, 4, 0, 0, 3, 3];new;;1
1331879891;[3, 4, 2, 2, 0, 5, 3, 0];existing;120;0
9050179128;[2, 2, 3, 4];new;316;1
4998936775;[0];existing;77;0
3457873102;[3, 4, 1, 3, 4, 2, 4, 3, 0];existing;306;0
5393449030;[4, 1, 2, 1, 5, 0];existing;270;0
3130204831;[2, 3, 2];existing;303;0
4457407435;[5, 1, 5, 4, 1, 2, 5, 0, 3, 2, 0];existing;968;0
4613251937;[5, 4];existing;48;0
7017085971;[2, 5, 3, 3, 1, 0, 4, 0, 4];existing;432;0
7061614973;[4, 4, 4, 4, 4, 4];new;348;1
9206772809;[4];new;100;1
2389310841;[1, 2, 3];existing;30;0
1824595226;[2, 3, 1, 0];existing;308;0
5923420763;[1, 1, 4, 4, 5];existing;305;0
3901822112;[0, 1, 5, 5, 4, 3];existing;312;0
4931763941;[3, 2, 4, 4];existing;320;0
4144623172;[4, 4, 4, 2, 0, 3];new;354;1
8704326407;[3, 4, 3];existing;213;0
3172020240;[2];existing;69;0
5727007949;[1, 0, 5, 3, 2];new;50;0
8642154678;[4, 0, 1, 4, 4, 1, 0];new;525;1
5370317499;[3, 1, 0, 2];existing;220;0
6087085083;[5, 4, 4, 2, 2, 4];existing;222;0
3332674355;[5];new;24;0
7510169444;[5, 2, 3, 3, 1];existing;85;0
2616881194;[2, 0, 4, 3, 4, 1, 3, 2];existing;368;1
1835879358;[4, 3, 3, 2, 4];new;280;1
1161462436;[1, 2, 1, 0, 2, 3];new;306;0
7817877274;[3, 3, 0];new;354;1
3746779821;[4, 0, 4, 3, 4, 4, 2, 4, 3, 3];new;1030;1
2882369227;[2];existing;24;0
4494011699;[1, 5, 1, 0, 2, 1, 2, 2];existing;776;0
7644760700;[4, 2, 3, 3, 0, 4, 0, 3];existing;368;0
4195020289;[4, 4, 3, 5, 4, 5];new;330;0
7474302772;[4];existing;68;0
6114756550;[4, 3, 4, 4, 3];new;305;1
1034509910;[4, 2, 5, 4, 0, 5, 5];existing;399;0
4883276213;[1, 3, 3, 5, 0, 5, 0, 0];new;584;0
1328833760;[2, 0, 3, 4, 1];new;455;0
5434325359;[3, 4, 0, 4];new;244;1
1916938272;[1, 3, 1, 3, 4, 0, 0, 4];existing;584;1
8992329513;[0, 4, 0, 5];new;324;0
2116018042;[2];existing;55;0
4656628969;[2, 0, 5, 3, 3];existing;450;0
8619136792;[3, 4, 3, 3, 4, 4, 3];new;;1
7470262376;[4, 5, 1, 3, 2, 5];existing;84;0
9348826391;[3];new;134;1
9728692735;[4, 2, 0, 5, 1, 3, 3, 2];existing;264;0
1078841639;[5, 0, 4];existing;30;0
2106101288;[5, 5, 4, 1, 5, 2];new;378;0
3577562641;[5, 1];;156;0
6563614361;[3, 0];existing;122;0
3337364655;[4, 3];existing;20;0
3512188077;[5, 0, 4, 2, 0];existing;335;0
3200512190;[0, 1, 0, 5, 0];existing;450;0
2540063184;[3, 4, 1];existing;267;0
9938762359;[0, 0, 3, 0, 2, 0, 2, 2, 4, 5, 5];existing;759;0
7473152328;[4, 1, 3];existing;201;0
8654288779;[0, 4, 4, 5];existing;252;0
7498328566;[0, 0, 5, 5, 3, 0, 1, 5];existing;808;0
1831687845;[4];existing;70;0
9798573903;[3, 2, 3, 2, 3, 5, 4, 0];existing;128;0
9636606971;[1, 1];new;206;1
9129144881;[0, 2, 3, 0, 4, 0, 5, 4, 2];existing;198;0
8782060902;[0, 0, 2, 2, 3, 3, 4];existing;455;0
5460743653;[4, 3];existing;166;1
1021980660;[4, 4, 3, 4, 1];existing;335;1
4346923397;[3, 4, 3, 4];new;196;1
3746553474;[3, 2, 3, 5, 0, 0, 2, 5, 4];existing;261;0
9044983020;[3, 0, 3, 4, 4];new;485;1
5679557002;[4, 5, 0, 1, 3];existing;115;0
5557453000;[4, 1, 0, 0, 4, 0, 4, 3];new;608;1
8181171050;[3];existing;108;1
9401460908;[4, 3, 3, 0, 3, 2, 1, 4, 2, 3, 4, 4];new;492;1
2345701524;[5, 0, 0, 4, 3, 1];existing;300;0
2427225685;[0, 1, 3, 0, 3, 5];existing;396;0
9733948554;[4, 2];new;186;1
2632379055;[0, 3, 1, 0];existing;264;0
7473833169;[5, 0, 1, 0, 1, 3];existing;204;0
6818547079;[4, 3, 4, 2, 4, 3, 4, 2, 0];new;891;1
5307483548;[3, 2, 4];existing;300;1
2953509974;[1, 3, 4, 3, 4];new;530;1
1773834866;[1, 1, 1, 5, 4, 4, 3, 3, 4, 4];new;420;0
1248955017;[5, 5, 0, 3, 5, 4];existing;474;0
9097382024;[4, 5, 4, 0, 4, 0];new;336;0
8982144089;[4, 4, 4, 4, 0];;215;1
9226949594;[1, 1, 3, 4, 1, 5];existing;276;0
4560076504;[1, 3, 4, 5];existing;228;0
3045224626;[4];existing;45;1
1018169615;[2, 5];new;76;0
4817105097;[0];new;43;0
1887465736;[5, 3, 1];existing;;0
5835702908;[0, 5, 4, 3, 0, 1, 1, 1, 0, 1, 2, 4];existing;1236;0
2823569009;[3, 0, 0, 5, 1, 2, 5, 4, 4, 5];existing;770;0
1207007014;[2, 2, 0];new;222;0
1538323910;[2];existing;31;0
3122385610;[5, 2, 0, 0];existing;320;0
8214108853;[0, 4, 4, 3, 3];new;50;1
8704479969;[0, 2];new;70;0
6262322914;[2, 4, 1, 1, 3, 2, 2];existing;560;0
3083903181;[1, 5, 0, 4, 1, 0];new;108;0
9783429444;[0, 0, 5, 1, 3, 1];existing;492;0
9849293802;[3, 0, 1, 2, 2, 2];existing;162;0
2118701853;[3, 2, 0, 1, 2, 0, 1];existing;70;0
2954961543;[4, 4];existing;30;1
7036870498;[2];existing;54;0
3673094801;[4, 4, 0, 3];new;432;1
2571882847;[3, 3, 4, 3, 0];new;560;1
6353636171;[2, 1, 3, 2, 0, 4, 3];existing;952;0
7228588583;[2, 1, 5, 2, 3, 0];new;504;0
6896288227;[2, 4, 4, 3];;256;1
1308865747;[2, 3, 3, 1, 4, 2, 4, 3];new;456;1
3408687120;[0, 4];existing;84;1
1293973603;[4, 1, 1, 4, 4, 4];new;438;1
9641064841;[2, 2, 1, 0, 3, 4];new;78;0
5481479143;[0, 3, 2];existing;252;0
3315706591;[4, 4, 4];new;321;1
4898293633;[4, 1, 1, 4, 4, 2];new;552;0
2001267600;[1, 4, 5, 2];existing;40;0
7715764743;[1, 3];existing;132;0
5626850854;[1, 1, 0, 3];existing;232;0
6859601191;[3, 3, 4, 4];new;216;1
2452731561;[1, 1, 5, 1, 3, 3, 3, 0, 0];existing;360;0
6503702762;[4];new;71;0
8937617988;[5];existing;36;0
4170917662;[1, 3];existing;24;0
6549147697;[1];existing;40;0
5691935685;[4, 5, 4, 4, 2, 0, 5, 5, 3];new;306;0
8408317663;[2, 1, 1, 1, 4, 4, 3, 3, 4];existing;585;0
3193535651;[3, 3, 0];new;171;1
1054216440;[0, 5, 5, 0, 1];existing;260;0
7229267256;[5, 1, 4, 5];existing;252;0
5502755132;[5, 1, 0, 0, 2, 5, 1, 1, 0, 4];existing;350;0
3287136100;[5, 4, 2, 1];existing;316;0
6690406996;[3];existing;74;0
4903881561;[5, 2, 0, 5];existing;208;0
3923490254;[3, 2, 1, 1, 3, 3, 4];existing;413;0
1425593952;[2, 3, 2];existing;168;0
7735249723;[1, 0];existing;;1
4208486361;[2, 5];existing;150;0
5523165850;[3, 3, 4, 3, 1, 5, 0];new;343;0
4944276386;[1, 3, 3];new;291;1
9156917884;[4, 5, 4, 2, 3, 0, 5];new;294;0
7801159850;[5, 5, 1, 4, 1, 0, 3, 3];new;248;0
5149189682;[2];existing;70;1
6920087227;[4];new;59;1
6737694813;[0];existing;83;0
7236669324;[5, 5, 2, 0, 4, 3, 4];existing;315;0
1531169058;[1, 2, 0];new;51;0
2557012423;[3];new;45;1
2455788760;[2, 2, 3];existing;222;0
6107904760;[4, 3, 5, 3, 2, 5];existing;216;0
7890025526;[0, 0, 5];existing;267;0
5098446052;[4, 4, 2, 4, 4];existing;;1
6760927392;[2];existing;35;0
9124718625;[3, 0, 3, 2, 4, 2];existing;546;0
9605727006;[0, 3, 3];new;267;1
6564859600;[3, 2, 1];existing;108;0
7303148344;[4, 0, 2, 1, 2, 3, 3];new;686;1
4982594626;[0, 3, 3, 5, 5, 2];existing;366;0
9536473189;[4, 3, 3, 4];new;336;1
2500362650;[5];existing;17;0
8200027055;[2];existing;46;0
1701384444;[4, 2, 3, 3, 0, 0, 3];new;497;1
3552946958;[3, 0, 0, 4, 0, 1, 3, 1];existing;912;0
8749205447;[4, 4, 3, 4];new;72;1
7240732865;[1, 4, 4, 4, 0];existing;365;0
8070340772;[2, 2, 4, 1];existing;40;0
6059356947;[2];existing;29;1
1589646702;[3, 3, 0, 1, 2, 2, 0];existing;280;0
8854492645;[4, 0, 2, 3, 2, 1, 5];existing;217;0
1159507999;[1, 4, 1, 1, 1, 3, 1];existing;119;0
2737682767;[2, 4, 3, 3, 5, 0, 5, 1, 2];existing;495;0
2173660412;[1, 0];existing;86;0
5226081818;[5, 1, 3, 0, 4, 4];existing;300;0
4553045752;[2];existing;46;0
4576409955;[2];existing;77;0
4544579687;[5];existing;61;0
1572514353;[5, 2];new;92;0
9199169770;[3];existing;;0
2685226004;[0, 1, 2];existing;156;0
3266705274;[4, 1, 1, 5, 0, 3];existing;270;0
2295679325;[2];new;10;0
6035661676;[4, 2, 2, 4, 5];existing;255;0
9429114841;[3, 4, 1, 1, 4];existing;210;1
9644365059;[1];new;49;1
3954686114;[5, 5, 0, 1, 0, 0, 2, 1];existing;168;0
7109973827;[3, 3];new;58;0
3166857333;[4];existing;35;0
1336398728;[3];existing;36;1
7446659992;[0, 2, 3, 3, 0];new;570;1
5956129488;[3, 0, 2];existing;159;1
3003895976;[5];existing;78;0
2332161916;[1, 0, 3, 3];existing;476;0
4450856658;[4, 0, 0];existing;144;0
5146670236;[1, 4, 4, 1, 0, 4, 4, 3, 4, 4];existing;990;1
1264489345;[3, 4, 3, 1, 4, 3, 3, 3, 3];new;972;1
4089091153;[1, 4, 2, 4];existing;264;1
6571156926;[2, 4, 3, 5, 5, 5, 4];existing;357;0
9257876743;[2, 4, 5, 3, 0, 1];new;528;0
3188027519;[0, 5, 2, 2, 4, 2];existing;240;0
3824761526;[4, 2, 3, 2];;224;1
1854857465;[4];existing;72;0
3293458212;[4, 3, 4];existing;267;1
3339949514;[3, 0, 3];existing;147;0
4173919688;[2, 2, 3, 2, 4, 4, 3];new;434;1
6899931213;[4, 3, 3, 3];new;124;1
4776478124;[4, 3, 3];new;93;1
1283059889;[3, 1];new;118;1
5675145197;[1, 2, 5, 4, 1, 2, 1, 2];existing;216;0
3840906434;[0, 2, 5, 3, 2, 0, 5];existing;350;0
2391373296;[0, 4, 3, 1, 5, 0, 3, 1, 4, 4];existing;440;0
9574945392;[1, 2, 1, 1];existing;124;0
4458388763;[2, 4, 0];existing;225;0
5518755122;[3, 4, 0, 0, 2, 5, 1, 2];new;248;0
9450659795;[5, 3, 4];existing;54;0
6417438097;[2, 4, 3];existing;123;0
4609948575;[0, 2, 0, 5, 5, 1];existing;504;0
4168823887;[5, 4, 3, 2, 3, 5, 4];existing;133;0
9106870840;[3, 3, 0, 0, 0, 5, 2, 3, 3, 2];existing;820;0
9333894304;[3, 5, 1, 3, 0, 0, 2];existing;518;0
5479023115;[3];new;10;0
9413312326;[3, 2, 0, 3];existing;348;0
5369860341;[3, 1, 3, 3, 1, 5, 3, 4, 4, 3, 3, 3, 3, 4];existing;868;0
1749268529;[5, 0, 0, 2, 2, 5, 2];existing;70;0
6874109864;[4, 0, 5, 3, 2];existing;50;0
5141517094;[3, 4, 0, 4];new;40;0
3729145387;[2, 3];new;146;0
7987338000;[3, 5, 5, 3];new;260;0
3414822061;[4, 0, 2, 4, 1, 4];existing;564;1
3072862128;[3, 1, 4, 5, 4, 2];existing;138;0
8115968749;[2];existing;103;1
3526296861;[0, 1, 0, 2, 4, 2, 3, 5, 3, 3];existing;260;0
1550593224;[5, 2, 0, 3, 4];existing;245;0
2906879510;[4];existing;109;1
9229974280;[0, 2, 2, 1, 5, 4];existing;96;0
1785199281;[1, 0, 1, 1, 2, 3, 4, 5, 0];existing;1017;0
5305187788;[4];existing;113;0
5725792589;[1, 5, 0];existing;108;0
4113789587;[2, 1, 5, 5, 0, 4];existing;60;0
6395357557;[5, 5, 0, 1, 1];existing;235;0
3663233942;[2, 3, 4, 0, 4, 1, 0, 2, 5, 1];existing;940;0
1562666561;[5, 2, 0, 4];existing;252;0
4142889935;[0, 5, 1, 2, 0, 2, 3];existing;392;0
3533778694;[0, 0, 4, 4, 3, 5, 5, 0, 3, 4, 4];new;220;0
4841438438;[4, 3];existing;138;1
9782996490;[5, 0];existing;160;0
8779465433;[3, 2, 3, 4, 3, 2, 5, 4, 5];new;630;0
9330731710;[4];existing;52;0
1611046728;[3, 3, 1, 3];existing;352;1
6114471479;[3];existing;10;0
2254230127;[4];existing;93;0
8318766981;[2, 2, 2, 1, 2, 5, 2, 1, 5, 0, 3, 1, 0, 3];new;1274;0
8157785139;[1, 0, 1, 1, 2, 5, 1, 4];existing;696;0
6986683772;[5, 5, 4, 5, 0, 4, 3, 5];existing;664;0
9610572800;[2, 2, 1];existing;78;0
5536806542;[2];existing;46;0
3661934463;[4, 4, 4, 4, 4, 2, 0];new;511;1
6089647176;[4, 4, 4, 4, 3, 4, 2, 4, 3, 4];new;630;1
9655264703;[3, 4, 4, 4, 3, 4];new;600;1
2306096553;[0];existing;10;0
5591744308;[0, 1, 2, 5, 0, 1, 2, 4, 5];existing;387;0
8798107359;[1, 1, 4, 3, 1, 4, 4];existing;259;0
8005274670;[4, 0, 5, 0, 3, 1, 3];existing;581;0
5687722974;[3, 0, 3, 4, 0, 4, 4];new;455;1
6167967095;[1, 0];existing;176;1
3557640469;[5, 3, 5, 0, 4, 4];existing;276;0
6068638285;[4, 4, 4, 3, 5, 0];existing;60;0
8816833397;[0, 0, 1, 4, 4, 4, 2, 0, 3, 3];new;630;1
6511418485;[2];existing;85;1
4054276820;[1, 2, 1, 2, 5];existing;230;0
9265563656;[1, 4, 4, 4, 4, 2, 3, 2, 1, 3, 0];existing;429;0
3831012393;[3, 4, 2];existing;141;0
6377594948;[5, 1, 2, 2, 2];existing;155;0
4411860631;[4, 0, 2, 1, 0, 1, 5, 0];existing;376;0
1236551445;[0, 0];existing;104;0
9843250172;[0, 4, 4, 2, 1, 2];existing;456;0
1580293810;[2];existing;77;0
6597266555;[4, 4, 5, 4, 2, 5, 4, 3, 0, 5];existing;410;0
2927753617;[2, 0, 5, 4];existing;236;0
9107942038;[0, 0];;84;0
9596305825;[4, 2, 0, 1, 5, 0, 4, 5, 1, 5, 0];existing;440;0
8269281778;[2, 5, 3];existing;159;0
9225500664;[3];existing;24;0
4992024711;[5, 5, 3, 5, 0, 3];existing;264;0
8618233357;[3, 0, 2, 2, 0, 0];existing;324;0
3968936307;[0, 0, 5, 1, 5];existing;50;0
6902706849;[0, 4, 3, 1, 4, 4, 4];new;693;1
9626484911;[0, 5, 2];existing;297;0
1450867909;[5, 5, 1, 0, 4, 3];new;486;0
3408248774;[0, 4, 3];existing;30;0
2913802133;[5, 5, 4];existing;234;0
9908171463;[0, 1, 1, 2, 3, 1, 1, 0, 5, 2, 4, 1];existing;;0
9331264783;[2, 0, 3, 5, 5, 5, 1, 1];existing;760;0
9635604096;[5, 1, 3, 2, 2, 2];existing;60;0
2895322047;[0, 5, 2, 5, 2];existing;135;0
3843020935;[0, 2, 1, 0, 3, 5, 1, 4];existing;464;0
6276148609;[4, 3, 4];existing;186;0
8824745440;[4, 4, 4];existing;201;1
1428443965;[0, 0, 2, 5, 1];new;175;0
1808077957;[1, 1, 2, 0, 3, 4, 0, 5, 3];existing;549;0
6656642902;[3, 1, 2, 4, 3, 4, 4, 0, 4];existing;225;1
4447254311;[2, 5, 4, 3, 5];new;145;0
9656649323;[4, 2, 2, 2, 0];existing;430;0
1307705401;[4, 3, 3, 3];existing;296;0
2819194353;[5, 0, 2];existing;78;0
2665486356;[0, 1, 4, 0, 2, 1];existing;318;0
7028281368;[4, 4, 1];existing;114;1
2377889732;[4, 3, 0, 1, 4, 4, 4, 0];new;736;1
2575254806;[4, 2, 4, 4, 4, 4];new;600;1
1277903637;[0, 1, 1];existing;57;0
2281138783;[5, 2, 1, 1];existing;40;0
4581309107;[1];new;118;1
9059826818;[5, 5, 5];existing;138;0
9630163364;[1, 0, 2, 5];existing;524;0
2807871702;[2, 3, 0, 1, 0, 0];existing;312;0
6919646380;[4];new;93;1
1184239860;[3, 3];new;202;0
5901141027;[3, 4, 3, 1, 5, 2, 2, 3];existing;440;0
5298268689;[1, 4, 3, 3];existing;144;1
1638531140;[4, 0, 4, 3, 3, 3];existing;180;1
3618493672;[4, 3];existing;144;1
5059745441;[0, 4, 3, 4, 3, 4];existing;894;1
5155465824;[3, 2, 5, 2, 0, 0];existing;402;0
1335187030;[3, 2, 1, 5, 2];existing;285;0
6935333480;[3, 5, 0, 1];existing;208;0
6091540779;[4, 4, 2, 3, 3, 0, 3, 1, 2, 3, 4];new;1353;1
1367043021;[1, 2, 1];existing;180;0
2866770520;[0];existing;72;0
3001107307;[3];existing;52;1
4232130000;[2];existing;22;0
1404274614;[3, 1, 3, 4, 1];existing;235;0
9359537376;[3];existing;108;0
6038657818;[0, 3, 0, 0, 4, 4, 5, 3, 5, 4];existing;760;0
5661837812;[4, 4, 1, 4, 0, 3, 4, 4, 4];new;711;1
1056243854;[2, 3, 3, 5, 2, 4];new;234;0
9100776913;[5, 5, 4, 2, 1, 4];existing;294;0
3172341180;[1, 2, 4, 2, 4, 1, 4];existing;350;0
5653834659;[0, 2, 1, 3];existing;212;0
9974164178;[4, 4, 4, 4, 4, 4, 4];new;896;1
6734056592;[2, 1, 5, 0, 5];existing;215;0
4879739685;[5, 1, 0, 0, 3, 3, 4];existing;;0
8316177543;[2];existing;63;0
4280640979;[4, 4, 3];new;381;1
6537790050;[4, 1, 1, 0];existing;252;0
6303320834;[0, 4, 5];existing;;0
8326471862;[0, 0, 3];existing;111;0
4839878575;[1, 1, 0, 2, 5, 0, 4];new;70;0
3197593523;[5];new;98;0
6095033924;[4, 3, 3, 4, 0, 3, 4, 1, 3];existing;747;1
2481255454;[5, 4, 5];new;153;0
4293607462;[5, 2, 5, 4, 3, 1];new;60;0
4740179991;[3, 3, 1, 3, 5];existing;205;0
1737944656;[3, 1, 4, 0];new;268;1
2034649479;[4, 4, 4, 4, 4, 3, 2, 2];new;464;1
2494434550;[2, 1, 2, 2, 1, 0];existing;552;0
9282472845;[4, 3, 4, 4, 4, 3, 4, 4];existing;720;1
5663778353;[1, 3, 4, 4];existing;276;1
7299640262;[2, 0];existing;90;0
8010377331;[3];;76;1
2259993396;[4, 5, 5];existing;231;0
6063362613;[3, 0];new;110;1
4335930388;[3, 3, 2, 4, 4, 3];existing;426;1
8310775106;[5, 3];new;174;0
6812184136;[1];existing;30;0
3440237713;[3, 2, 0, 2, 1, 5, 4, 5, 1];existing;378;0
2111363098;[1, 2, 1, 2];existing;140;0
9413543444;[0, 4, 1, 1, 4];existing;90;0
4601252568;[1, 3];existing;86;0
3296061895;[5];existing;82;0
2959437846;[0, 3, 4, 1, 1, 3, 1];existing;595;0
1158087200;[1, 4, 2, 1, 4, 4, 5];existing;105;0
7337704307;[4, 3, 0, 4, 4, 2];existing;240;1
5213947133;[5, 2, 3, 1];existing;40;0
9144758838;[1];existing;127;0
6524117036;[0, 1];existing;24;0
1952364873;[1, 1, 2, 2, 2];existing;205;0
5992713791;[4];existing;69;0
7005805331;[3, 4, 3, 3, 3, 4, 4, 3];new;640;1
4103422659;[3];existing;24;0
2328357080;[4, 2];existing;72;0
9541410728;[4, 4, 4, 2];existing;296;1
7066568327;[0, 4];existing;110;1
4242381451;[1, 4, 4];existing;249;1
6891970829;[1, 2, 3, 5, 1];existing;405;0
5248194506;[1];existing;13;0
3425500569;[1, 4, 1, 3, 4, 4];existing;468;1
7634019304;[4, 2, 1, 2, 0, 3, 5, 5, 3, 1];new;990;0
5535459226;[4, 1, 2, 3, 4, 1];existing;696;1
4857701341;[4, 3, 3, 1];existing;380;1
6678683596;[5, 3];existing;148;0
9985811664;[4, 4, 3, 4, 1];new;360;1
5804343705;[1, 4, 4, 0, 3, 4];existing;318;1
9332844633;[1, 4, 3, 4];;392;0
3337767220;[1, 5, 1, 5, 5, 5, 2, 5];existing;536;0
3764118434;[5, 5, 0, 4, 3, 1, 3, 1, 1, 3, 2, 0, 1];existing;559;0
1244403832;[4, 3, 1, 3, 4];new;570;1
1382179505;[1, 3, 1, 0, 5, 0];existing;414;0
5726247874;[2];new;58;0
7874619308;[1, 0, 1];existing;183;0
3451114393;[3, 2, 3, 5, 0, 3];new;366;0
8229867742;[1, 0, 4, 0];new;348;1
8677397552;[5, 3, 4, 2, 4, 5, 0, 0, 3, 3];new;640;0
8909374564;[1, 2, 5, 3, 0, 4, 1];existing;147;0
6917286447;[5, 2, 3, 0, 4];existing;150;0
5220256751;[2, 0];existing;210;1
4722192750;[3, 3, 4, 1, 3, 3, 4];existing;826;1
3244239426;[4, 1, 0, 4, 1, 3];new;414;1
7513420902;[4, 4, 3, 4];existing;192;0
2908286090;[4, 3, 2, 1, 3, 3];existing;492;1
3779038562;[5];existing;66;0
6887032437;[1, 0, 1];existing;276;0
8244601562;[3, 3, 3, 3, 4];existing;675;1
9644484950;[5, 0, 0];existing;111;0
8406720444;[2, 4, 4, 5, 4];existing;295;0
1245658762;[3, 4, 4];new;246;1
9524458290;[2, 3, 4];existing;30;0
6135312525;[2, 0, 4, 0, 1, 3, 4, 2];existing;400;0
1837613464;[4, 1];new;84;1
9581845445;[2];existing;22;0
6935300586;[0, 3, 4, 4, 5, 5, 2, 2, 3, 4];new;430;0
4385791158;[5];new;19;0
7489010919;[1, 4, 4, 4];new;336;1
5492502469;[4, 2, 2];existing;48;0
4550326958;[4, 2];existing;264;1
9500309461;[3, 1, 5, 3];existing;196;0
8190194073;[2, 0, 1, 3, 4];new;570;1
2677517074;[2, 5, 0, 3, 4, 5, 5];existing;98;0
5743891599;[4, 4];existing;20;0
3700268503;[2, 2, 1, 2, 4, 0];existing;288;0
6689424533;[4, 4, 4, 5, 4];existing;205;0
1607750457;[4, 0, 2];;270;1
1140703408;[2, 4, 5, 5, 0, 4, 4, 1, 2, 3];new;540;0
9012595525;[3, 1, 2];existing;387;1
8317255330;[5, 0, 2, 2, 0];existing;395;0
5410965071;[4];new;62;1
2050784027;[4, 3, 3, 3, 4];existing;225;1
1963958813;[3, 4, 3, 4, 4, 1];existing;300;1
8624571788;[1, 2, 5, 1, 4, 0];new;60;0
6861947412;[3, 4, 4, 2, 2, 2];existing;240;1
4761785211;[4, 4, 1, 3, 3, 4];existing;828;1
4772535278;[0, 2, 2, 3];new;252;0
6580950187;[1];existing;10;0
2271739421;[5, 0, 4, 1, 0, 5];existing;480;0
3626848908;[0, 0, 2, 2];existing;40;0
3435101993;[4, 4, 0, 3];existing;260;0
9925182176;[3];existing;41;0
9502910275;[5, 0];existing;106;0
3082521808;[3, 5, 2, 5, 4];existing;235;0
1390247265;[4, 1, 3, 3, 1];existing;245;1
5857545020;[0, 1, 1, 1, 4, 1, 1, 0];existing;80;0
4684374285;[4, 4, 1, 0];existing;204;0
7027872485;[3, 2, 0, 1, 2, 4];existing;522;0
3307855770;[0, 5, 4, 1, 0];existing;300;0
2686897728;[2, 2, 1, 2, 4, 5];new;366;0
9213862908;[4, 4];existing;150;1
